date,minute,label,high,low,average,volume,notional,numberOfTrades,marketHigh,marketLow,marketAverage,marketVolume,marketNotional,marketNumberOfTrades,open,close,marketOpen,marketClose,changeOverTime,marketChangeOverTime,likes,retweets,neutral,negative,positive,composite
2021-01-13,12:07,12:07 PM,836.99,835.79,836.577,924,772997.35,15,837.06,835.59,836.57,37529,31395638.77,196,835.79,836.79,835.811,836.8,-0.023195939,-0.021333496,30,0.5,0.9355,0,0.0645,0.2997
2021-01-13,12:08,12:08 PM,836.85,835.445,836.124,1024,856191.365,23,836.814,835.25,836.125,35369,29572909.39,175,836.5,836.21,836.62,836.12,-0.023724871,-0.021854082,1,0,1,0,0,0
2021-01-13,12:09,12:09 PM,836.355,835.65,835.914,834,697152.44,20,836.41,835.5,835.982,25335,21179610.17,146,836.01,835.66,836.06,835.5,-0.023970072,-0.022021371,0,1,0.9455,0,0.0545,0.21075
2021-01-13,12:10,12:10 PM,836.65,835.72,836.284,2793,2335740.81,45,836.74,835.35,836.328,28838,24118025.09,121,835.72,836.3,835.57,836.305,-0.023538052,-0.021616601,0,0,1,0,0,0
2021-01-13,12:11,12:11 PM,837.44,835.665,836.754,1069,894489.66,17,837.696,835.55,836.873,36316,30391874.88,197,836.25,837.42,836.2,837.299,-0.022989271,-0.020979029,1,0,1,0,0,0
2021-01-13,12:12,12:12 PM,837.2,836.76,837,923,772551.065,15,837.37,836.56,836.994,21926,18351925.65,143,837.19,837.11,837.32,837.245,-0.022702036,-0.020837477,1,0,1,0,0,0
2021-01-13,12:14,12:14 PM,838.12,837.17,837.607,566,474085.48,9,838.62,837.11,837.776,30148,25257260.34,158,838.06,837.18,838.02,837.61,-0.021993291,-0.019922649,1.5,1,1,0,0,0
2021-01-13,12:15,12:15 PM,838.55,837.58,838.214,708,593455.395,14,838.94,837.416,838.249,26433,22157440.12,129,837.58,838.5,837.54,838.25,-0.021284545,-0.019369307,0.5,0,1,0,0,0
2021-01-13,12:16,12:16 PM,838.48,837.87,838.219,475,398153.885,12,838.74,837.58,838.205,22404,18779146.92,113,837.87,838.26,838.43,838.293,-0.021278707,-0.019420781,2,0,0.932,0.068,0,-0.4404
2021-01-13,12:17,12:17 PM,838.22,837.745,837.99,1060,888269.38,10,838.284,837.54,837.982,21499,18015769.47,95,838.01,838.06,838.284,837.88,-0.021546092,-0.019681659,3.4,1.4,0.7568,0.0266,0.2166,0.56934
2021-01-13,12:18,12:18 PM,837.71,837.5,837.612,786,658363.365,14,837.92,837.5,837.58,22743,19049073.01,139,837.675,837.61,837.92,837.61,-0.021987453,-0.020151941,0,0,1,0,0,0
2021-01-13,12:19,12:19 PM,838.3,837.6,838.047,394,330190.36,12,838.36,837.62,838.067,20750,17389899.9,110,837.6,838.24,837.63,837.62,-0.021479538,-0.019582221,1,0,0.843,0,0.157,0.511833333
2021-01-13,12:21,12:21 PM,837.85,837.52,837.592,200,167518.5,4,838.18,837.5,837.714,24110,20197283.28,111,837.6,837.52,838.18,837.539,-0.022010805,-0.01999518,1,0.5,0.906,0.051,0.043,0.14045
2021-01-13,12:22,12:22 PM,837.68,837.56,837.588,130,108886.4,2,838.04,837.5,837.653,19529,16358525.27,90,837.68,837.56,837.54,837.58,-0.022015476,-0.020066541,4.333333333,1.333333333,0.843,0,0.157,0.2774
2021-01-13,12:23,12:23 PM,837.525,837.49,837.497,47,39362.385,3,837.8,837.45,837.564,13406,11228385.76,67,837.525,837.49,837.5,837.51,-0.022121729,-0.020170659,16.5,5,0.9535,0.0285,0.018,-0.10115
2021-01-13,12:24,12:24 PM,837.715,837.475,837.5,41,34337.515,5,838.15,837.41,837.679,14528,12169805.01,95,837.715,837.5,837.56,837.77,-0.022118226,-0.020036125,1.75,0.5,0.90775,0.09225,0,-0.288125
2021-01-13,12:25,12:25 PM,837.77,837.5,837.625,126,105540.725,8,837.89,837.43,837.622,27784,23272502.97,153,837.77,837.595,837.68,837.587,-0.021972274,-0.020102807,7.666666667,1,0.925666667,0.0525,0.021833333,-0.069966667
2021-01-13,12:26,12:26 PM,838.79,837.53,838.186,913,765264.06,15,838.9,837.49,838.119,34526,28936888.43,204,837.67,838.79,837.61,838.8,-0.021317239,-0.019521388,2.5,0,0.838,0.0615,0.1005,0.2671
2021-01-13,12:27,12:27 PM,839.47,838.49,839.029,884,741701.49,16,839.78,838.321,839.112,72456,60798676.03,307,839.45,839.15,838.63,839.16,-0.020332935,-0.018359721,107,15.2,0.9302,0,0.0698,0.14402
2021-01-13,12:28,12:28 PM,839.75,839.27,839.526,1361,1142594.64,18,839.84,838.78,839.502,34825,29235668.64,158,839.27,839.52,839.193,838.94,-0.019752628,-0.017903478,0.333333333,0.666666667,0.910666667,0.068333333,0.021,-0.079733333
2021-01-13,12:29,12:29 PM,839.22,839.08,839.13,575,482499.86,12,839.69,838.812,839.219,17755,14900333.06,93,839.08,839.22,838.812,839.15,-0.020215006,-0.018234547,3.5,2.5,0.4825,0.0665,0.451,0.85445
2021-01-13,12:31,12:31 PM,838.8,838.2,838.46,505,423422.2,6,838.93,838,838.378,16941,14202962.55,86,838.8,838.44,838.93,838.35,-0.020997311,-0.019218396,0,0,0.8865,0.0295,0.084,0.31245
2021-01-13,12:32,12:32 PM,838.5,838.245,838.498,141,118228.245,4,838.88,838.01,838.552,18561,15564362.93,65,838.5,838.245,838.5,838.25,-0.020952941,-0.019014841,0.5,0,0.746,0.08375,0.17025,0.1376
2021-01-13,12:33,12:33 PM,838.075,837.45,837.632,1057,885377.14,9,838.12,837.39,837.661,34797,29148096.45,147,838.075,837.5,838.12,837.555,-0.0219641,-0.020057183,7.5,0.5,0.902,0,0.098,0.42935
2021-01-13,12:34,12:34 PM,837,836.345,836.487,742,620673.5,9,837.5,836,836.523,39102,32709714.54,164,837,836.37,837.5,836.44,-0.023301025,-0.021388479,0,0,0.8815,0.036,0.082,0.24225
2021-01-13,12:35,12:35 PM,836.42,835.89,836.072,1128,943089.67,13,836.45,835.75,836.049,27962,23377603.59,152,836.42,835.89,836.45,835.832,-0.023785588,-0.021942991,0,0,0.806,0.194,0,-0.6249
2021-01-13,12:36,12:36 PM,835.77,835.51,835.645,1677,1401376.455,41,835.864,835.38,835.643,28373,23709697.03,140,835.75,835.71,835.75,835.735,-0.024284161,-0.022417952,1,1,0.9515,0.0485,0,-0.05135
2021-01-13,12:37,12:37 PM,835.99,834.5,835.43,1307,1091907.215,27,836,834.46,835.264,65333,54570305.05,312,835.655,834.61,835.685,834.46,-0.0245352,-0.022861328,0.666666667,0,0.704333333,0.183333333,0.112,-0.2716
2021-01-13,12:39,12:39 PM,835.785,835,835.111,2576,2151246.895,8,835.97,834.62,835.387,40497,33830654.32,158,835,835.785,834.69,835.62,-0.02490767,-0.022717435,3,0,0.718,0.115,0.167,0.296
2021-01-13,12:40,12:40 PM,835.65,834.81,835.141,220,183731,3,835.795,834.7,835.322,37630,31433150.4,138,835.37,835.65,835.795,835.66,-0.024872642,-0.022793476,0,0,0.897,0,0.103,0.1909
2021-01-13,12:41,12:41 PM,835.51,835.24,835.375,200,167075,2,835.804,834.78,835.258,22128,18482591.24,110,835.51,835.24,835.78,835.32,-0.024599419,-0.022868347,1,0,0.965,0.035,0,-0.1366
2021-01-13,12:42,12:42 PM,835.76,835.37,835.655,446,372702.135,8,835.9,835.17,835.667,29053,24278624.05,93,835.37,835.76,835.305,835.77,-0.024272485,-0.022389876,0.666666667,0.333333333,0.891333333,0.050666667,0.057666667,0.012833333
2021-01-13,12:43,12:43 PM,836.69,835.76,836.554,362,302832.45,10,836.7,835.581,836.132,50325,42078355.91,201,835.76,836.69,835.672,836.409,-0.023222795,-0.021845893,1.4,0.4,0.743,0.0448,0.2122,0.33476
2021-01-13,12:44,12:44 PM,836.78,836.075,836.331,1162,971816.825,13,836.89,836.02,836.449,30217,25274976.31,138,836.075,836.28,836.383,836.212,-0.023483174,-0.021475048,4.5,0.5,0.7925,0,0.2075,0.78885
2021-01-13,12:45,12:45 PM,836.56,835.58,836.219,446,372953.76,10,836.62,835.56,836.334,15058,12593516.73,88,836.39,835.58,836.43,835.814,-0.023613947,-0.021609582,2,0,0.934,0.043333333,0.022666667,-0.152933333
2021-01-13,12:46,12:46 PM,835.27,835.03,835.147,215,179556.65,3,835.985,834.926,835.271,28409,23729220.45,138,835.27,835.11,835.791,835.522,-0.024865636,-0.022853139,1.8,0,0.925,0.075,0,-0.24108
2021-01-13,12:47,12:47 PM,835.35,834.5,834.896,120,100187.5,3,835.66,834.3,834.867,26172,21850138.63,112,835.35,834.5,835.66,834.45,-0.025158709,-0.02332576,7,2,1,0,0,0
2021-01-13,12:48,12:48 PM,835.23,834,834.389,997,831885.925,24,835.25,834,834.255,50068,41769485.33,226,834.3,835.23,834.3,835.105,-0.025750692,-0.024041712,6,0,1,0,0,0
2021-01-13,12:49,12:49 PM,834.83,832.01,832.809,1745,1453251.805,25,835.03,832,833.121,102601,85479020.93,459,834.83,832.01,835.03,832,-0.027595532,-0.025368329,9.666666667,3,0.954666667,0.045333333,0,-0.1702
2021-01-13,12:50,12:50 PM,833.8,832.11,833.035,1339,1115434.37,22,834.27,832,832.923,65260,54356525.69,272,832.11,833.45,832.123,833.64,-0.02733165,-0.025599961,3,0,1,0,0,0
2021-01-13,12:51,12:51 PM,834.13,833.15,833.792,920,767088.485,18,834.36,832.9,833.608,38633,32204763.64,166,833.8,833.15,833.83,832.9,-0.026447761,-0.024798609,0,0,0.895333333,0.033,0.071666667,0.139066667
2021-01-13,12:52,12:52 PM,833.76,832.735,833.294,811,675801.205,8,833.9,832.735,833.346,29105,24254548.98,126,832.99,833.64,832.9,833.446,-0.027029236,-0.025105112,1,0,1,0,0,0
2021-01-13,12:53,12:53 PM,835.2,833.455,834.645,595,496613.94,11,835.38,833.31,834.313,54362,45354900.73,230,833.71,834.87,833.327,834.88,-0.025451781,-0.023973861,1.25,0.25,0.92175,0.03925,0.039,-0.020375
2021-01-13,12:55,12:55 PM,837.02,835.89,836.741,1604,1342132.585,11,837.47,835.66,836.727,55978,46838327.5,264,835.9,837.01,836.09,837.18,-0.02300445,-0.021149828,0,0,0.920666667,0,0.079333333,0.1204
2021-01-13,12:56,12:56 PM,837.12,836.5,836.98,1508,1262165.96,13,837.25,836.37,836.76,25092,20995978.66,136,837.12,836.56,837.19,836.576,-0.022725389,-0.021111223,2,0,0.89,0,0.11,0.5719
2021-01-13,12:57,12:57 PM,838.7,836.29,837.478,2172,1819001.42,32,838.87,836.08,837.513,58622,49096691.82,304,836.29,838.7,836.535,838.792,-0.022143914,-0.020230321,0,0,0.84,0,0.16,0.5859
2021-01-13,12:58,12:58 PM,839.65,838.16,838.854,2474,2075324.23,39,839.85,838.059,838.967,68028,57073284.61,373,838.79,838.84,838.87,838.839,-0.020537269,-0.018529351,2.5,1.5,0.956,0.015,0.0285,0.01935
2021-01-13,12:59,12:59 PM,841.1,839.8,840.378,2756,2316082.56,45,841.48,838.96,840.308,101521,85308919.74,527,840,840.13,838.96,839.99,-0.018757816,-0.016960574,1,0,0.961,0,0.039,0.2263
2021-01-13,13:00,1:00 PM,839.96,838.9,839.332,796,668107.91,14,840.06,838.83,839.469,44772,37584703,221,839.89,838.9,840.06,838.94,-0.019979146,-0.017942083,1,1,0.92,0.0435,0.0365,-0.064
2021-01-13,13:01,1:01 PM,839.46,838.37,838.87,1433,1202100.25,24,839.675,838.35,838.882,36757,30834803.6,184,839.44,839.36,839,838.945,-0.020518587,-0.018628788,0,0,0.914,0,0.086,0.4404
2021-01-13,13:03,1:03 PM,839.21,838.27,838.718,1075,901621.9,13,839.23,838,838.665,23011,19298531.58,136,838.27,839.21,838.235,839.125,-0.020696065,-0.018882647,0,1,0.715,0,0.285,0.4927
2021-01-13,13:04,1:04 PM,840.5,839.1,839.757,1382,1160544.36,26,840.5,838.86,839.802,62897,52821020.29,239,839.1,839.96,839.1,840.16,-0.019482908,-0.017552521,1.666666667,0.333333333,0.892333333,0.066666667,0.041,-0.040266667
2021-01-13,13:05,1:05 PM,840.09,839.58,839.891,402,337636.42,7,840.46,839.405,839.981,27624,23203634.8,102,840.09,839.59,840.31,839.52,-0.019326447,-0.017343116,0,0,1,0,0,0
2021-01-13,13:06,1:06 PM,839.35,838.87,839.136,467,391876.76,13,839.84,838.84,839.293,25048,21022601.57,97,839.35,839.3,839.513,839.53,-0.020208,-0.018147977,2.5,0,1,0,0,0
2021-01-13,13:07,1:07 PM,839.47,839.31,839.37,300,251811,3,839.94,839.22,839.69,26711,22428951.3,124,839.31,839.47,839.64,839.63,-0.019934777,-0.017683545,30.66666667,49.33333333,0.653333333,0.028333333,0.318333333,0.381133333
2021-01-13,13:08,1:08 PM,840.15,838.82,839.254,839,704133.97,14,840.25,838.641,839.56,38041,31937715.98,159,840.15,838.985,839.64,838.88,-0.020070221,-0.017835626,6,0.666666667,0.897333333,0.102666667,0,-0.1998
2021-01-13,13:10,1:10 PM,838.74,838.5,838.592,225,188683.15,6,838.924,838.32,838.646,17104,14344203.44,76,838.61,838.74,838.924,838.787,-0.020843185,-0.018904874,0.5,0,0.8375,0.097,0.0655,-0.064
2021-01-13,13:11,1:11 PM,838.68,838.04,838.263,491,411587.275,6,838.86,838,838.334,23321,19550783.66,109,838.575,838.68,838.7,838.725,-0.021227332,-0.019269869,1,0,1,0,0,0
2021-01-13,13:12,1:12 PM,838.65,838.51,838.598,19,15933.37,2,838.84,838.21,838.501,15539,13029470.24,70,838.65,838.51,838.573,838.5,-0.020836179,-0.019074503,0,0,0.837,0.069,0.094,0.2255
2021-01-13,13:13,1:13 PM,838.57,838.15,838.293,357,299270.62,6,838.91,838,838.463,13332,11178390.88,73,838.57,838.19,838.57,838.91,-0.021192304,-0.019118958,4,0,0.792,0,0.208,0.836
2021-01-13,13:14,1:14 PM,838.95,837.87,838.407,605,507236.005,12,838.97,837.762,838.276,22317,18707803.97,103,838.89,837.87,838.9,837.8,-0.021059195,-0.019337721,0.333333333,0,0.843333333,0.052666667,0.103666667,0.024233333
2021-01-13,13:15,1:15 PM,838.93,837.68,838.45,503,421740.45,7,839.06,837.5,838.357,36908,30942082.58,162,837.68,838.93,837.81,838.885,-0.021008987,-0.019242963,8.166666667,0.333333333,0.852666667,0.011666667,0.135666667,0.334366667
2021-01-13,13:16,1:16 PM,839.44,838.86,838.965,667,559589.74,13,839.5,838.83,839.073,23949,20094966.34,131,838.9,839,838.913,838.925,-0.020407663,-0.018405346,1,3,0.845,0,0.155,0.4795
2021-01-13,13:17,1:17 PM,838.74,838.26,838.518,230,192859.075,8,839.14,838.231,838.56,19404,16271422.63,48,838.74,838.425,839.022,838.462,-0.020929589,-0.019005482,2,0.5,0.9425,0,0.0575,0.2294
2021-01-13,13:18,1:18 PM,838.435,838.27,838.297,300,251489.09,4,838.55,837.3,837.788,24566,20581091.98,87,838.27,838.34,838.32,837.71,-0.021187633,-0.019908611,0,0,0.941,0.03,0.029,-0.01085
2021-01-13,13:19,1:19 PM,837.85,837,837.487,2857,2392701.705,14,837.99,836.74,837.27,28961,24248174.84,105,837.85,837.2,837.658,837.173,-0.022133405,-0.020514596,20.5,2,0.893,0,0.107,0.2294
2021-01-13,13:21,1:21 PM,838.62,837.67,838.135,878,735882.47,13,838.82,837.67,838.298,19231,16121306.85,127,837.71,838.19,837.77,838.145,-0.021376787,-0.019311984,0.666666667,0,0.949,0,0.051,0.133966667
2021-01-13,13:22,1:22 PM,838.025,837.47,837.784,986,826054.56,11,838.14,837.24,837.688,10914,9142532.048,69,838.025,837.47,838.091,837.47,-0.021786622,-0.020025596,0,0.666666667,0.919666667,0,0.080333333,0.1953
2021-01-13,13:23,1:23 PM,837.88,837.69,837.757,301,252164.755,4,838.26,837.465,837.888,8700,7289622.932,46,837.755,837.69,837.546,838.168,-0.021818148,-0.019791625,7,0,1,0,0,0
2021-01-13,13:24,1:24 PM,838.31,837.95,838.111,390,326863.2,9,838.309,837.79,838.034,16033,13436196.25,49,838.215,838.19,838.12,838.12,-0.02140481,-0.019620826,0.5,0,0.7785,0.076,0.1455,0.05715
2021-01-13,13:25,1:25 PM,838.78,838.2,838.527,382,320317.44,7,838.88,837.91,838.498,20334,17050022.03,135,838.36,838.59,838.3,838.3,-0.02091908,-0.019078013,1,0,0.8125,0.1875,0,-0.4158
2021-01-13,13:27,1:27 PM,838.325,838.23,838.268,323,270760.44,7,838.47,837.646,838.149,12299,10308398.49,67,838.24,838.26,837.913,838.195,-0.021221494,-0.019486293,2.666666667,0.666666667,0.790666667,0.184333333,0.024666667,-0.245566667
2021-01-13,13:28,1:28 PM,838.25,837.8,838.14,223,186905.25,7,838.46,837.8,838.16,7010,5875503.691,30,838.25,837.8,838.3,837.9,-0.021370949,-0.019473424,1,1.5,1,0,0,0
2021-01-13,13:29,1:29 PM,838.23,837.77,837.79,106,88805.76,5,838.25,837.77,838.007,6104,5115197.618,47,838,838.1,837.94,838.023,-0.021779616,-0.019652412,7.5,2.5,0.9495,0,0.0505,0.21075
2021-01-13,13:30,1:30 PM,838.01,837.85,837.93,2,1675.86,2,838.079,837.5,837.761,10918,9146677.771,56,838.01,837.85,837.95,837.58,-0.02161615,-0.019940197,22,0,0.4685,0.344,0.1875,0.18185
2021-01-13,13:31,1:31 PM,837.695,837.695,837.695,4,3350.78,1,838.04,837.64,837.847,4567,3826448.34,32,837.695,837.695,837.75,838.04,-0.02189054,-0.019839589,1,0,0.8985,0,0.1015,0.24975
2021-01-13,13:32,1:32 PM,838.04,837.35,837.581,1033,865221.315,17,838.05,837.35,837.697,12546,10509747.93,75,838.04,837.585,837.965,837.525,-0.022023649,-0.020015068,1,0.25,0.917,0,0.083,0.238175
2021-01-13,13:33,1:33 PM,837.525,837.25,837.454,156,130642.88,5,837.56,837.05,837.377,15074,12622617.49,55,837.455,837.33,837.45,837.123,-0.022171937,-0.020389422,0,0,0.816,0,0.184,0.3753
2021-01-13,13:34,1:34 PM,837.14,837,837.023,115,96257.64,5,837.43,836.6,836.991,16661,13945103.82,71,837.14,837.05,837.337,836.66,-0.022675181,-0.020840986,0.5,0.5,0.875,0.079,0.046,-0.17
2021-01-13,13:36,1:36 PM,837.67,837.6,837.606,11,9213.67,2,837.966,837.182,837.562,9252,7749124.985,53,837.67,837.6,837.41,837.2,-0.021994458,-0.020172998,1,0,0.859,0.097,0.044,-0.4767
2021-01-13,13:37,1:37 PM,837.61,836.74,837.113,625,523195.49,9,838.25,836.712,837.316,17094,14313076.56,89,837,837.61,837,838.25,-0.022570095,-0.020460783,1,0,0.948,0.052,0,-0.0516
2021-01-13,13:38,1:38 PM,838.99,838.26,838.676,1082,907447.95,19,839,838.08,838.606,39270,32932055.57,187,838.26,838.5,838.09,838.5,-0.020745105,-0.018951669,7,0,0.93,0.03,0.04,0.08895
2021-01-13,13:39,1:39 PM,839.48,838.29,838.701,406,340512.53,8,839.56,838,838.818,32249,27051050.54,153,838.29,839.48,838.601,839.421,-0.020715915,-0.018703659,3.5,0,0.9255,0.0335,0.041,0.064
2021-01-13,13:40,1:40 PM,839.255,838.74,838.974,169,141786.62,8,839.39,838.56,839.001,13387,11231704.75,74,839.255,838.9,839.39,838.99,-0.020397154,-0.018489575,7,1,0.837,0,0.163,0.7184
2021-01-13,13:41,1:41 PM,840.33,839.19,839.86,886,744116.37,22,840.41,839.064,839.941,42300,35529515.05,212,839.19,839.6,839.192,839.746,-0.019362643,-0.017389911,0.25,0.25,0.8885,0.0235,0.088,0.222525
2021-01-13,13:42,1:42 PM,839.96,839.22,839.693,1225,1028624.07,19,840.11,839.02,839.66,23523,19751325.52,134,839.96,839.22,839.902,839.29,-0.019557635,-0.01771864,0.333333333,0,0.88,0,0.12,0.2873
2021-01-13,13:43,1:43 PM,839.65,838.92,839.391,610,512028.4,11,839.76,838.63,839.349,20826,17480275.96,90,839.56,838.98,839.32,838.722,-0.019910257,-0.018082465,0,0,0.9545,0.0455,0,-0.05135
2021-01-13,13:44,1:44 PM,839.32,838.63,839,609,510950.755,11,839.65,838.62,839.265,19698,16531846.45,85,838.675,839.09,838.62,839.4,-0.020366796,-0.018180733,0,0,1,0,0,0
2021-01-13,13:45,1:45 PM,839.41,838.6,838.755,239,200462.45,8,839.55,838.55,839.061,15184,12740305.19,76,838.9,838.87,839.42,838.7,-0.020652863,-0.018419384,2.5,0.5,0.9525,0.027,0.021,-0.064
2021-01-13,13:46,1:46 PM,838.64,838.14,838.369,457,383134.58,8,838.75,838.139,838.387,15095,12655455.78,80,838.36,838.14,838.61,838.251,-0.021103564,-0.019207867,7.5,1,0.882,0.083,0.035,-0.2202
2021-01-13,13:47,1:47 PM,838.345,837.43,837.66,511,428044.185,12,838.5,837.28,837.903,21900,18350067.75,102,838.26,837.45,838.26,837.28,-0.021931407,-0.019774077,1.833333333,0.5,0.939666667,0.0155,0.044833333,0.057383333
2021-01-13,13:48,1:48 PM,838,837.3,837.801,527,441521.16,16,838.33,837.261,837.836,15110,12659705.27,102,837.32,837.75,837.302,838.18,-0.021766773,-0.019852458,147,33.33333333,1,0,0,0
2021-01-13,13:49,1:49 PM,838.605,838.32,838.522,394,330377.675,13,838.79,838.145,838.454,21177,17755945.28,84,838.49,838.47,838.145,838.44,-0.020924919,-0.019129487,22,5,1,0,0,0
2021-01-13,13:50,1:50 PM,839.075,838.455,838.723,812,681043.14,14,839.33,838.429,838.897,12651,10612891.29,80,839.075,838.75,838.57,838.854,-0.020690227,-0.01861124,3,0,0.873,0,0.127,0.1154
2021-01-13,13:51,1:51 PM,838.735,838.05,838.522,646,541685.155,12,839.09,837.95,838.521,18924,15868174.25,97,838.59,838.47,838.59,838.777,-0.020924919,-0.019051106,0,0,1,0,0,0
2021-01-13,13:53,1:53 PM,839.64,838.7,839.46,1991,1671363.9,26,839.75,838.518,839.396,33465,28090393.85,184,838.7,839.26,838.66,839.26,-0.019829691,-0.018027482,2.25,0.5,0.886,0.0575,0.05625,0.0244
2021-01-13,13:54,1:54 PM,841.37,839.395,840.311,1749,1469703.97,28,841.38,839.11,840.402,59736,50202282.81,288,839.395,841.29,839.3,841.185,-0.018836046,-0.016850607,12,4,0.824,0.176,0,-0.5719
2021-01-13,13:55,1:55 PM,842.64,841.09,841.753,2077,1748321.495,36,842.76,841.09,841.962,79680,67087519.64,404,841.22,842.47,841.15,842.35,-0.017152338,-0.015025632,1,1,0.879,0,0.121,0.5106
2021-01-13,13:56,1:56 PM,842.31,841.8,842.064,536,451346.44,6,842.61,841.715,842.133,42086,35441995.16,176,842.31,842.29,842.371,842.235,-0.016789208,-0.014825586,1,0,1,0,0,0
2021-01-13,13:57,1:57 PM,842.58,841.67,842.274,839,706668.05,12,842.6,841.5,842.148,42317,35637195.93,181,842.45,842.13,842.12,841.95,-0.016544008,-0.014808038,0,0,1,0,0,0
2021-01-13,13:58,1:58 PM,844,841.81,843.336,1135,957185.92,22,844,841.62,843.416,87534,73827603.61,416,841.81,843.5,841.62,843.37,-0.015303996,-0.013324661,1,0,1,0,0,0
2021-01-13,14:00,2:00 PM,844.38,843.02,843.712,910,767778.425,20,844.71,842.774,843.971,78492,66245011.81,391,843.67,843.88,843.952,843.74,-0.014864971,-0.012675391,3.833333333,1,0.867166667,0.007666667,0.125166667,0.2951
2021-01-13,14:01,2:01 PM,845.36,843.95,844.686,895,755993.6,13,845.45,843.923,844.847,97067,82006767.14,408,843.95,844.56,843.962,844.673,-0.013727709,-0.011650597,1,6,0.774,0.081,0.145,0.2263
2021-01-13,14:02,2:02 PM,845.48,844.83,845.103,503,425086.805,6,845.69,844.42,845.135,66699,56369659.9,303,845.48,844.97,844.62,844.8,-0.013240811,-0.011313678,0,0,0.907333333,0,0.092666667,0.204133333
2021-01-13,14:03,2:03 PM,845.35,844.21,845.012,996,841632.18,14,845.45,844.198,844.739,45728,38628212.34,200,845.25,844.65,845.044,844.65,-0.013347065,-0.011776941,1.5,1.75,0.91575,0.02025,0.064,0.171275
2021-01-13,14:04,2:04 PM,846.97,844.85,846.313,1178,996956.47,19,847,844.73,846.255,96137,81356418.03,430,844.85,846.96,844.87,846.62,-0.011827991,-0.010003439,0,0,0.952333333,0,0.047666667,0.152933333
2021-01-13,14:06,2:06 PM,848.92,847.57,848.062,1835,1556193.54,27,848.95,847.35,848.136,93279,79113314.07,477,847.7,848.92,847.84,848.91,-0.009785823,-0.00780294,0,0,0.588,0,0.412,0.6369
2021-01-13,14:07,2:07 PM,848.74,847.3,848.034,1218,1032905.42,19,848.85,847.11,847.929,83772,71032680.45,334,848.74,847.66,848.77,847.563,-0.009818517,-0.0080451,1,6,0.758,0.087,0.155,0.2263
2021-01-13,14:08,2:08 PM,848.31,847.55,848.07,526,446084.965,9,848.43,847.5,848.001,36826,31228472.67,187,848.08,848.19,847.77,848.12,-0.009776482,-0.007960871,1,0,1,0,0,0
2021-01-13,14:09,2:09 PM,847.6,847.1,847.337,1138,964269.91,14,847.91,847.07,847.361,28352,24024388.26,179,847.29,847.46,847.88,847.4,-0.010632348,-0.008709579,0,0,1,0,0,0
2021-01-13,14:10,2:10 PM,848.65,847.73,848.189,1053,893143.335,20,848.742,847.279,848.173,43433,36838696.62,205,847.73,848.09,847.279,847.914,-0.009637536,-0.007759655,2.666666667,2.333333333,0.900666667,0.061333333,0.038,0.0468
2021-01-13,14:11,2:11 PM,847.925,847.35,847.719,655,555255.695,15,848.07,847.24,847.69,28037,23766675.38,120,847.9,847.8,847.933,847.782,-0.010186317,-0.008324696,0,0,0.7785,0.145,0.0765,0.085
2021-01-13,14:12,2:12 PM,849.87,847.98,848.926,1984,1684268.225,30,849.96,847.813,849.324,107287,91121400.59,507,847.98,849.8,847.89,849.63,-0.008777,-0.006413151,2,0.666666667,0.837333333,0.072333333,0.091,0.0329
2021-01-13,14:13,2:13 PM,851.25,849.54,850.433,1666,1416822,24,851.487,849.364,850.575,131252,111639629.1,630,849.54,851.21,849.54,850.645,-0.007017396,-0.004949661,1.5,0.25,0.8915,0.1085,0,-0.28595
2021-01-13,14:15,2:15 PM,852.09,850.63,851.361,1607,1368137.94,22,852.17,850.554,851.386,86060,73270281.77,393,852.09,851.98,852.17,851.94,-0.005933845,-0.004000908,0,0,0.73,0,0.27,0.5719
2021-01-13,14:16,2:16 PM,853.165,851.745,852.855,771,657550.93,11,853.3,851.5,852.781,94554,80633848.52,438,851.745,853.11,852,853.28,-0.004189421,-0.002368959,2.5,3.5,0.7375,0,0.2625,0.45855
2021-01-13,14:17,2:17 PM,853.45,852.73,853.151,870,742241.2,14,853.46,852.65,853.092,79203,67567449.57,409,853.06,853,853.28,852.813,-0.003843805,-0.002005133,0,1,1,0,0,0
2021-01-13,14:18,2:18 PM,852.42,852.06,852.218,542,461902.035,13,852.713,851.82,852.208,38874,33128745.47,221,852.42,852.35,852.69,851.977,-0.004933195,-0.003039286,0,0.5,0.869,0,0.131,0.296
2021-01-13,14:19,2:19 PM,854.16,852.59,853.449,2782,2374295.355,43,854.25,851.8,853.503,116601,99519310.31,488,852.59,854.16,851.985,854.25,-0.003495854,-0.001524322,0.666666667,0,0.894,0,0.106,0.1405
2021-01-13,14:20,2:20 PM,854.01,851.75,853.154,1131,964916.61,18,854.204,851.56,852.718,107455,91628786.37,500,854.01,851.94,854.16,852.344,-0.003840302,-0.00244266,3,1,0.672,0.328,0,-0.5994
2021-01-13,14:21,2:21 PM,852.94,852.3,852.621,365,311206.81,7,852.94,851.97,852.457,35812,30528177.71,156,852.3,852.65,852.29,852.46,-0.004462644,-0.002747992,2,0,0.886,0.048333333,0.065666667,-0.065833333
2021-01-13,14:23,2:23 PM,852.815,851.625,852.347,1621,1381655.16,14,853.17,851.51,852.239,62302,53096166.71,260,852.63,852.815,852.46,852.83,-0.004782572,-0.003003021,1.5,0,1,0,0,0
