date,minute,label,high,low,average,volume,notional,numberOfTrades,marketHigh,marketLow,marketAverage,marketVolume,marketNotional,marketNumberOfTrades,open,close,marketOpen,marketClose,changeOverTime,marketChangeOverTime,likes,retweets,neutral,negative,positive,composite
2021-01-11,9:49,9:49 AM,831.475,826,829.182,5532,4587035.045,120,831.579,826,828.705,186750,154760737.8,981,828.14,826.19,828.56,826.19,-0.015448953,-0.020947833,1,2,0.934,0,0.066,0.2263
2021-01-11,9:50,9:50 AM,828.14,821.14,824.082,10374,8549025.855,186,828.38,821.12,824.022,392487,323417955.4,1791,826.09,826.315,826.03,826.08,-0.021504572,-0.026480443,0,0,1,0,0,0
2021-01-11,9:51,9:51 AM,826.05,820.45,822.304,9361,7697585.08,186,826.389,820.33,822.736,219929,180943588.7,1132,825.92,820.74,826.115,820.74,-0.023615727,-0.027999754,1,0,1,0,0,0
2021-01-11,9:52,9:52 AM,821.97,817,819.407,9524,7804029.3,164,822,817,819.599,367628,301307609.2,1699,820.6,821.655,820.49,821.15,-0.027055556,-0.031705882,0,0,1,0,0,0
2021-01-11,9:53,9:53 AM,824.65,821.125,823.175,10047,8270436.395,114,824.8,821,823.279,219122,180398589.5,1007,821.125,824.15,821.273,824.15,-0.022581522,-0.027358241,0.75,0.25,1,0,0,0
2021-01-11,9:54,9:54 AM,827.245,821.535,824.394,18077,14902575.82,158,827.42,821.14,824.603,237721,196025480.9,1025,824.29,826.52,824.29,826.09,-0.021134111,-0.025794035,25,0,0.753,0.129,0.118,-0.0516
2021-01-11,9:56,9:56 AM,833.48,829.06,831.212,15710,13058343.32,237,833.6,829.06,831.682,259049,215446400.3,1361,829.11,833.48,829.63,833.48,-0.013038579,-0.017430733,0,0,0.763,0.048,0.19,0.7841
2021-01-11,10:00,10:00 AM,839.88,836.48,838.276,6595,5528429,117,839.9,836.41,838.412,295016,247344977.9,1518,838.67,836.48,838.93,836.82,-0.004650953,-0.009479748,3,0,1,0,0,0
2021-01-11,10:01,10:01 AM,836.73,834.775,835.928,10288,8600022.475,127,836.955,834.54,835.863,185682,155204776,772,836.01,836.13,836.716,835.98,-0.007438912,-0.012491198,3,0,1,0,0,0
2021-01-11,10:02,10:02 AM,839.13,836.02,837.05,11107,9297113.96,104,839.28,835.88,837.58,182075,152502407,781,836.54,836.29,836.232,836.6,-0.006106676,-0.010462693,0,0,0.928,0,0.072,0.1779
2021-01-11,10:03,10:03 AM,839.24,836.49,837.423,7380,6180181.395,179,839.4,836.4,838.144,148139,124161814.7,703,836.89,836.8,836.89,836.76,-0.005663785,-0.00979637,15,3.5,0.754,0.069,0.1765,0.3243
2021-01-11,10:05,10:05 AM,840.13,836.37,838.108,3648,3057418.905,46,840.42,836.2,838.204,132060,110693167.4,692,838.13,840.13,838.43,840.42,-0.004850432,-0.009725484,2,0,0.948,0.052,0,-0.296
2021-01-11,10:06,10:06 AM,843.19,840.27,841.702,4798,4038487.32,65,843.49,839.51,841.94,192458,162038044.7,1053,840.61,842.7,840.27,842.96,-0.000583002,-0.005311683,1,0,0.926,0,0.074,0.4215
2021-01-11,10:08,10:08 AM,845.77,844.24,844.919,4279,3615409.085,85,846,844.018,845.066,222258,187822725.9,1107,844.49,844.645,844.29,844.452,0.003236788,-0.001618551,0,0,0.649,0,0.351,0.6597
2021-01-11,10:09,10:09 AM,844.95,843.3,844.052,7463,6299162.005,172,845.14,843.11,844.111,134336,113394534.3,723,844.09,844.535,844.33,844.535,0.002207333,-0.002746811,0,0,1,0,0,0
