Date,Open,High,Low,Close,Volume,Likes,Retweets,Positive,Neutral,Negative,Composite
2019-02-22,58.897999,59.299999,58.419998,58.942001,28703000,7.106408706,1.177750907,0.073478839,0.894288996,0.032226119,0.123720073
2019-02-25,59.582001,60.580002,59.400002,59.754002,33132500,16.33580981,1.762258544,0.068255572,0.871417533,0.060344725,0.038086181
2019-02-26,58.444,60.402,57.754002,59.571999,42912500,3.482109228,0.692090395,0.063606403,0.867904896,0.068480226,-0.009941337
2019-02-27,60.355999,63.259998,60.110001,62.948002,55919500,3.001628664,0.596091205,0.060239414,0.899534202,0.04023127,0.067708958
2019-03-11,56.703999,58.256001,56.099998,58.183998,36961500,11.60643821,1.121495327,0.055563863,0.917856698,0.026574247,0.0914027
2019-03-12,57.298,57.613998,56.212002,56.672001,37520500,37.46688742,36.04387417,0.080320364,0.883927152,0.035750828,0.121512334
2019-03-13,56.779999,58.397999,56.540001,57.792,34223500,17.59554731,3.907235622,0.087739332,0.881814471,0.030450835,0.168507792
2019-03-14,58.490002,59.077999,57.658001,57.992001,35517000,14.12481752,1.630656934,0.090392701,0.879581022,0.030029927,0.170035474
2019-03-15,56.702,56.743999,54.880001,55.085999,73927500,11.53027211,1.479931973,0.069311905,0.906797279,0.023895238,0.131706088
2019-03-18,55.200001,55.610001,53.459999,53.897999,51405000,8.158594492,1.050332384,0.086979107,0.881467236,0.031554606,0.171544919
2019-03-19,53.5,54.66,52.692001,53.493999,59003000,29.27556818,2.066287879,0.085813447,0.869733902,0.044446023,0.130157765
2019-03-20,53.938,54.993999,53.259998,54.720001,34541000,30.06273764,2.590304183,0.101436312,0.864190114,0.034367871,0.239370247
2019-03-21,54.52,55.290001,53.689999,54.804001,29735500,8.145877378,1.245243129,0.086571882,0.88188055,0.031553911,0.161343552
2019-03-22,54.515999,54.560001,52.799999,52.905998,43728000,5.960451977,0.936238902,0.098787732,0.870408394,0.030794189,0.206159403
2019-03-25,51.942001,52.636002,50.891998,52.084,51075000,8.55089192,1.084994753,0.073871983,0.892265477,0.033832109,0.125321826
2019-03-26,52.888,54.051998,52.886002,53.554001,36754500,12.21521522,1.469469469,0.080206206,0.890008008,0.029777778,0.142708809
2019-03-27,53.75,55.074001,53.636002,54.966,43896000,21.03177756,2.613704071,0.100669315,0.866182721,0.033128103,0.238974777
2019-03-28,55.431999,56.066002,55.02,55.723999,33870500,10.90756303,1.492647059,0.085432773,0.880462185,0.03409979,0.162023214
2019-03-29,55.740002,56.032001,54.900002,55.972,29956500,8.940464178,1.740665994,0.099058527,0.862852674,0.038084763,0.193728153
2019-04-08,55.537998,56.231998,54.088001,54.639999,52052000,21.35091083,3.815915628,0.072261745,0.887971237,0.039771812,0.115459444
2019-04-09,54.330002,55,53.922001,54.462002,29520000,9.362087327,1.211927583,0.077007455,0.888522897,0.034465389,0.135969542
2019-04-10,55.348,55.675999,54.577999,55.212002,35306500,27.18296893,2.376294591,0.090086306,0.87718527,0.032726122,0.184506329
2019-04-11,53.66,54.099998,53.119999,53.683998,49179500,3.477380952,0.761904762,0.080595238,0.883467857,0.035939286,0.136995595
2019-04-12,54.043999,54.389999,53.366001,53.540001,33730000,17.29767442,1.68744186,0.072174884,0.895515349,0.032311628,0.120168465
2019-04-15,53.726002,53.776001,51.726002,53.276001,50193000,7.57460733,1.006544503,0.082955497,0.887316754,0.029742147,0.155236518
2019-04-16,53.150002,55,52.944,54.672001,36364500,7.826199741,1.321660182,0.078118029,0.891570687,0.030317769,0.152097925
2019-04-17,54.950001,54.958,53.708,54.245998,25632500,6.240359897,0.976863753,0.083624679,0.884507712,0.031868895,0.175849229
2019-04-18,54.245998,54.967999,53.950001,54.652,29381500,9.697333333,1.182666667,0.074905333,0.885030667,0.040076,0.1249644
2019-04-22,53.799999,53.936001,52.495998,52.549999,60735500,9.170394036,1.550585729,0.073815229,0.886124068,0.04005804,0.106176731
2019-04-23,52.029999,53.119999,51.150002,52.779999,54719500,3.748821866,1.02403393,0.070502828,0.901871348,0.027630066,0.132493732
2019-04-24,52.77,53.063999,51.599998,51.731998,53637500,6.423076923,1.19176598,0.071170098,0.894424702,0.034398158,0.117295558
2019-04-25,51,51.799999,49.214001,49.526001,109247000,5.360115607,0.847398844,0.067642775,0.892095954,0.040260116,0.094421445
2019-04-26,49.299999,49.335999,46.226002,47.028,111803500,31.37737342,2.341772152,0.082631329,0.873598892,0.043780063,0.118504035
2019-04-29,47.172001,48.796001,46.433998,48.293999,83572500,5.731357553,1.499043977,0.078235182,0.890026769,0.031739962,0.14816348
2019-04-30,48.411999,48.841999,47.400002,47.737999,47323000,4.614830072,0.934088568,0.077757981,0.886609681,0.035630278,0.138144387
2019-05-01,47.77,48,46.299999,46.801998,53522000,13.97508591,1.956185567,0.094841924,0.867900344,0.037262887,0.192925687
2019-05-02,49.104,49.425999,47.543999,48.82,90796500,3.983037157,0.990306947,0.070443457,0.887068659,0.042490307,0.103284491
2019-05-03,48.771999,51.321999,48.698002,51.006001,118534000,10.14037855,1.921135647,0.073731861,0.891126183,0.035143533,0.129642823
2019-05-06,50.004002,51.669998,49.700001,51.068001,54169500,3.596018735,0.973067916,0.075887588,0.890175644,0.033937939,0.12725363
2019-05-07,51.360001,51.442001,49.02,49.411999,50657000,4.207777778,1.011111111,0.077273333,0.889228889,0.033492222,0.125546333
2019-05-08,49.388,50.119999,48.84,48.967999,30882000,15.02351624,2.348264278,0.074243001,0.895736842,0.030016797,0.152253191
2019-05-09,48.400002,48.736,47.388,48.396,33557000,12.03225806,1.129032258,0.078855914,0.888695699,0.032451613,0.143538065
2019-05-10,47.950001,48.397999,47.203999,47.903999,35041500,4.872093023,0.980232558,0.074647674,0.891726744,0.033631395,0.125312093
2019-05-13,46.402,46.493999,44.900002,45.402,54174000,7.764982374,1.343125734,0.084059929,0.87786369,0.038065805,0.159722209
2019-05-14,45.860001,46.900002,45.599998,46.462002,36262000,4.499356499,1.042471042,0.079830116,0.877872587,0.04229601,0.137441699
2019-05-15,45.863998,46.487999,45.049999,46.389999,36480000,4.667110519,0.86551265,0.070889481,0.898683089,0.030434088,0.136260719
2019-05-16,45.897999,46.200001,45.299999,45.666,37416500,3.454655381,0.721886336,0.072568319,0.88076058,0.046666264,0.08388295
2019-05-17,44.391998,44.448002,41.784,42.206001,88933500,4.712776177,0.737752161,0.067838617,0.882412104,0.04974928,0.071505187
2019-05-20,40.560001,41.200001,39.049999,41.071999,102631000,6.095092025,0.959100204,0.073778119,0.886304703,0.039921268,0.11683047
2019-05-21,39.551998,41.48,39.208,41.015999,90019500,4.590705987,0.91689008,0.073646113,0.885534406,0.040813226,0.104037534
2019-05-22,39.82,40.787998,38.355999,38.546001,93426000,5.977992958,1.315140845,0.077973592,0.877017606,0.045011444,0.117040229
2019-05-23,38.868,39.894001,37.243999,39.098,132735500,14.38152985,1.525186567,0.079848881,0.87463806,0.045508396,0.101921735
2019-05-24,39.966,39.995998,37.75,38.125999,70683000,5.048262548,0.78957529,0.085001931,0.87859556,0.036401544,0.149919884
2019-05-28,38.240002,39,37.57,37.740002,51564500,4.972314507,0.88482835,0.073653378,0.894716501,0.03162237,0.134392248
2019-05-29,37.419998,38.478001,37.007999,37.972,59843000,8.275084555,1.07102593,0.074720406,0.888916573,0.036358512,0.128576212
2019-05-30,37.75,38.452,37.403999,37.644001,39632500,6.665018541,0.971569839,0.072233622,0.885380717,0.042385661,0.096860569
2019-05-31,37.02,37.984001,36.82,37.032001,52033500,28.09480122,3.162079511,0.079884811,0.88553211,0.034586137,0.131541284
2019-06-24,44.647999,45.172001,44.203999,44.728001,28754000,5.03125,0.75,0.098296875,0.868921875,0.032796875,0.21485625
2019-06-25,44.877998,45.068001,43.897999,43.952,30910500,8.068027211,1.284353741,0.078057143,0.884711565,0.037223129,0.137062585
2019-06-26,44.062,45.445999,43.619999,43.854,42536000,6.424887892,1.08632287,0.080445067,0.884298206,0.035251121,0.151209753
2019-06-27,43.889999,44.580002,43.470001,44.568001,31698500,6.076487252,1.123229462,0.084672805,0.8826983,0.032633144,0.166214164
2019-06-28,44.198002,45.034,44.16,44.692001,34257000,7.700477327,1.727923628,0.108548926,0.85298568,0.038466587,0.214273389
2019-07-01,46.042,46.619999,45.256001,45.433998,41067000,13.31971831,2.588732394,0.082956338,0.880715493,0.036329577,0.135495775
2019-07-02,45.778,45.830002,44.444,44.91,46295000,15.08161157,1.865702479,0.078354339,0.884267562,0.037387397,0.120402066
2019-07-03,47.877998,48.313999,46.902,46.98,71005500,9.29324547,1.815485997,0.080630148,0.884046952,0.035317133,0.135495881
2019-07-05,46.914001,47.09,46.16,46.619999,35328500,7.885007278,1.483260553,0.082829694,0.880630277,0.036531295,0.140273217
2019-07-08,46.248001,46.450001,45.731998,46.068001,29402500,6.453505007,0.928469242,0.080869814,0.884925608,0.034204578,0.153505293
2019-07-09,45.793999,46.200001,45.456001,46.012001,30954000,11.44285714,1.951948052,0.079311688,0.886948052,0.033746753,0.14759974
2019-07-10,46.830002,47.787998,46.627998,47.784,45728500,17.43161634,2.940497336,0.093124334,0.879174956,0.027704263,0.202152309
2019-07-11,47.627998,48.299999,47.16,47.720001,37572000,6.650666667,1.145333333,0.094928,0.868616,0.036453333,0.188754
2019-07-12,47.950001,49.076,47.942001,49.015999,46002500,4.203757225,0.699421965,0.087057803,0.876024566,0.036913295,0.153268642
2019-07-15,49.599998,50.883999,48.972,50.700001,55000500,17.28290469,2.172465961,0.081476551,0.887593041,0.030939486,0.163770651
2019-07-16,49.860001,50.706001,49.585999,50.476002,40745000,11.05797101,1.457079153,0.069171683,0.900148272,0.030677815,0.12065942
2019-07-17,51.133999,51.661999,50.669998,50.972,48823500,7.630102041,1.193877551,0.073155612,0.887308673,0.039529337,0.11921875
2019-07-18,51.009998,51.150002,50.377998,50.708,23793000,8.664160401,1.29197995,0.072553885,0.886421053,0.04102005,0.105199875
2019-07-19,51.138,51.992001,50.924,51.636002,35242000,7.467783505,1.317010309,0.07921134,0.891532216,0.029255155,0.160710438
2019-07-22,51.75,52.43,50.838001,51.136002,34212000,7.138198758,1.102484472,0.072456522,0.883218944,0.044330745,0.111868168
2019-07-23,51.341999,52.096001,50.900002,52.034,25115500,7.287356322,1.264367816,0.071881226,0.896633461,0.03149553,0.138121073
2019-07-24,51.834,53.214001,51.632,52.976002,55364000,9.933333333,1.306451613,0.069624731,0.888592473,0.041782796,0.099887419
2019-07-25,46.700001,46.900002,45.110001,45.764,112091500,7.415922015,1.090982941,0.066083672,0.887199025,0.046731113,0.059321284
2019-07-26,45.383999,46.051998,44.450001,45.608002,50138500,5.717121588,0.897022333,0.08298263,0.881014888,0.035988834,0.141039702
2019-07-29,45.417999,47.188,45.206001,47.153999,46366500,7.386585366,1.214634146,0.074710976,0.897706098,0.027593902,0.149274634
2019-07-30,46.580002,48.672001,46.436001,48.452,40545000,7.292358804,1.180509413,0.076822813,0.893213732,0.029964563,0.141273533
2019-07-31,48.599998,49.335999,47.330002,48.321999,45891000,7.477922078,1.076623377,0.074237662,0.892705195,0.033054545,0.129911558
2019-08-01,48.529999,48.902,46.354,46.77,41297500,9.959478022,1.779532967,0.08187706,0.876110577,0.04203022,0.125445398
2019-08-02,46.27,47.254002,45.846001,46.868,30682500,10.17039474,1.693421053,0.077322368,0.879851316,0.042817105,0.119437303
2019-08-05,45.919998,46.273998,45.155998,45.664001,35141500,7.141955836,1.144321767,0.082594637,0.890315457,0.027100946,0.169032334
2019-08-06,46.375999,46.5,45.150002,46.150002,27821000,18.94264507,2.481781377,0.065922402,0.896773954,0.037306343,0.093172874
2019-08-07,45.299999,46.714001,45.16,46.683998,23882500,9.579728059,1.208899876,0.082693449,0.87816131,0.039137824,0.14106335
2019-08-08,46.889999,47.959999,46.529999,47.66,26371500,6.502677376,0.84939759,0.089036814,0.876437751,0.034521419,0.161008099
2019-08-09,47.209999,47.792,46.762001,47.001999,19491000,12.99146982,2.209973753,0.084511811,0.888318241,0.027158136,0.183803675
2019-08-12,46.598,47.153999,45.75,45.801998,23319500,6.751392758,1.068245125,0.078690111,0.885188719,0.036122563,0.14153078
2019-08-13,45.762001,47.200001,45.509998,47,24240500,8.218349929,1.260312945,0.08016074,0.886277383,0.033547653,0.158345377
2019-08-14,46.242001,46.299999,43.338001,43.924,47813000,6.943055556,1.020833333,0.076515278,0.893140278,0.030344444,0.153926458
2019-08-15,44.172001,44.312,42.310001,43.127998,40798000,8.381024096,1.088855422,0.071670934,0.899051205,0.029280873,0.149725527
2019-08-16,43.332001,44.448002,43.203999,43.987999,25492500,7.72406639,1.320885201,0.070517981,0.893691563,0.035786307,0.103869087
2019-08-19,44.841999,45.566002,44.34,45.366001,26548000,3.236037234,1.50731383,0.068023936,0.901490691,0.030479388,0.123935904
2019-08-20,45.523998,45.818001,44.908001,45.172001,20626000,6.425855513,1.050697085,0.068775032,0.898899873,0.032323194,0.11777294
2019-08-21,44.402,44.644001,43.52,44.166,38971500,3.585026738,0.655080214,0.060005882,0.898694118,0.0413,0.058835989
2019-08-22,44.560001,45.080002,43.644001,44.43,32795000,6.889317181,0.893171806,0.068142621,0.886795705,0.045063326,0.076674229
2019-08-23,43.993999,44.234001,42.200001,42.279999,42693000,6.402075227,1.172503243,0.068938392,0.888929313,0.042134241,0.082249676
2019-08-26,42.720001,43.004002,42.307999,43,25259500,5.975347661,1.005689001,0.074706068,0.884017067,0.041270544,0.087364539
2019-08-27,43.147999,43.759998,42.405998,42.816002,27081000,6.786733238,1.204707561,0.083806705,0.873087732,0.043087019,0.112507489
2019-08-28,42.737999,43.450001,42.462002,43.118,16127500,5.023943662,0.80915493,0.068301408,0.896670423,0.035021127,0.113659859
2019-08-29,43.799999,44.68,43.599998,44.341999,25897500,14.84667418,1.769447576,0.073189402,0.892322435,0.034499436,0.122952988
2019-08-30,45.830002,46.487999,44.841999,45.122002,46603000,11.34602273,1.892613636,0.084038636,0.889195455,0.026765909,0.170631477
2019-09-03,44.816002,45.790001,44.632,45.001999,26770500,8.985086993,1.332228666,0.079275062,0.884993372,0.035719138,0.132207042
2019-09-04,45.377998,45.692001,43.841999,44.136002,28805000,16.30741504,1.649330587,0.071401648,0.888256952,0.040341401,0.108614212
2019-09-05,44.5,45.959999,44.169998,45.916,36976500,6.905750799,1.120340788,0.07270181,0.879686901,0.047611289,0.083097178
2019-09-06,45.439999,45.928001,45.034,45.490002,20947000,10.96084337,1.551807229,0.074222892,0.888863253,0.036913855,0.119731024
2019-09-09,46,46.751999,45.846001,46.358002,24013500,8.813305468,1.598397771,0.068715778,0.89054441,0.040736677,0.091979519
2019-09-10,46.16,47.108002,45.787998,47.108002,24418500,7.604707511,1.496019384,0.080514711,0.881872966,0.03762063,0.13759017
2019-09-11,47.476002,49.633999,47.200001,49.419998,50214000,7.792759051,1.119434041,0.077463587,0.895147732,0.027389929,0.146697212
2019-09-12,49.540001,50.700001,48.880001,49.174,42906000,9.195385725,1.401586157,0.067496035,0.896394737,0.036109229,0.097118962
2019-09-13,49.391998,49.689999,48.973999,49.040001,26565500,8.041185527,1.188221709,0.08004465,0.891552348,0.028398383,0.166890608
2019-09-16,49.200001,49.486,48.234001,48.562,23640500,8.499530516,1.462441315,0.08545493,0.886269014,0.028274648,0.190411596
2019-09-17,48.493999,49.119999,48.074001,48.958,19327000,13.14067278,1.679772827,0.081571429,0.88568021,0.03274443,0.153348624
2019-09-18,49,49.633999,48.473999,48.698002,20851000,9.993473193,1.455477855,0.077114685,0.89265035,0.030232168,0.139650536
2019-09-19,49.200001,49.588001,48.967999,49.32,23979000,7.981146305,1.046003017,0.084843891,0.878783937,0.036371041,0.144017157
2019-09-20,49.298,49.389999,47.632,48.124001,31765000,26.10075455,2.523302264,0.089129161,0.87540213,0.035455393,0.147455126
2019-09-23,48,49.035999,47.844002,48.245998,21701000,7.71715755,1.147265077,0.080298738,0.892483871,0.027213184,0.16294993
2019-09-24,48.304001,48.397999,44.521999,44.641998,64457500,6.013187813,0.837653479,0.069278308,0.898978172,0.031739427,0.121418281
2019-09-25,44.911999,45.796001,43.672001,45.740002,47135500,6.381086142,1.026685393,0.07184176,0.890618914,0.037537921,0.099498642
2019-09-26,46.132,48.661999,45.48,48.512001,59422500,7.220915033,1.050980392,0.085659477,0.876151307,0.038190196,0.164847745
2019-09-27,48.439999,49.742001,47.745998,48.425999,55582000,13.17301038,1.551038062,0.085160035,0.881530277,0.033309689,0.160918253
2019-09-30,48.599998,48.796001,47.222,48.174,29399000,11.09935205,1.664146868,0.084266739,0.87912851,0.036590713,0.148745572
2019-10-01,48.299999,49.189999,47.826,48.938,30813000,7.381606765,1.088794926,0.082929175,0.887541226,0.029529598,0.167857822
2019-10-02,48.658001,48.93,47.886002,48.625999,28157000,8.580582524,1.351456311,0.083050485,0.888590291,0.028360194,0.168040777
2019-10-03,46.372002,46.896,44.855999,46.605999,75422500,6.072580645,1.068996416,0.081638889,0.883049283,0.035308244,0.136673029
2019-10-04,46.321999,46.956001,45.613998,46.285999,39975000,9.629370629,1.39044289,0.084434732,0.876926573,0.038641026,0.14223683
2019-10-07,45.959999,47.712002,45.709999,47.543999,40321000,18.96117647,3.643529412,0.077043529,0.890229412,0.032732941,0.128223765
2019-10-08,47.174,48.787998,46.900002,48.009998,43391000,7.724444444,1.244444444,0.083223333,0.880062222,0.036711111,0.148800222
2019-10-09,48.264,49.459999,48.130001,48.905998,34472000,8.985748219,1.507125891,0.086024941,0.877331354,0.036647268,0.150526485
2019-10-10,49.056,49.855999,48.316002,48.948002,31416500,4.870740306,0.776733255,0.086128085,0.874940071,0.038934195,0.141506698
2019-10-11,49.43,50.216,49.362,49.577999,42377000,10.30515192,1.211360634,0.084813738,0.882352708,0.032830911,0.166344782
2019-10-14,49.580002,51.709999,49.425999,51.391998,51025000,4.525035765,0.801144492,0.081539342,0.887658083,0.030801144,0.154989986
2019-10-15,51.540001,52,50.824001,51.577999,32164000,8.095541401,1.475159236,0.077608917,0.885921019,0.036480255,0.135104586
2019-10-16,51.478001,52.419998,51.383999,51.950001,33420500,5.116778523,0.769127517,0.079114094,0.885944966,0.034944966,0.139795168
2019-10-17,52.5,52.956001,52.034,52.394001,23846500,10.92497069,1.536928488,0.079529894,0.889875733,0.030599062,0.153252286
2019-10-18,52.139999,52.560001,51.02,51.389999,28749000,8.688732394,1.336619718,0.080657746,0.892070423,0.02726338,0.170761127
2019-10-21,51.666,51.900002,50.035999,50.700001,25101500,9.385057471,1.61637931,0.077688218,0.892405172,0.029892241,0.147860489
2019-10-22,50.863998,51.666,50.169998,51.116001,23004000,7.320058997,1.261061947,0.07659882,0.894234513,0.029176991,0.144734071
2019-10-23,50.900002,51.228001,50.27,50.936001,26305500,8.168557536,1.124797407,0.092876013,0.866001621,0.041126418,0.149068476
2019-10-24,59.674,60.986,57.84,59.936001,148604500,7.548488665,1.182619647,0.091928212,0.868899874,0.039169395,0.151739295
2019-10-25,59.543999,66,59.222,65.625999,150030500,6.482919255,1.042701863,0.078852484,0.887460404,0.033687888,0.12989441
2019-10-28,65.508003,68.167999,64.519997,65.542,94351500,6.838777661,1.065331928,0.073675448,0.894977871,0.031345627,0.133842466
2019-10-29,63.998001,64.860001,62.950001,63.243999,63421500,8.685823755,1.41890166,0.07145083,0.900181354,0.028376756,0.148277139
2019-10-30,62.599998,63.757999,61.993999,63.001999,48209000,6.964396285,1.153250774,0.081924149,0.883566563,0.034501548,0.169371981
2019-10-31,62.619999,63.799999,62.599998,62.984001,25335000,16,2.128249567,0.086065858,0.878941075,0.035006932,0.165208319
2019-11-01,63.264,63.296001,61.959999,62.661999,31919500,13.13607595,2.082278481,0.088924051,0.874248418,0.036830696,0.171632595
2019-11-04,62.959999,64.388,61.852001,63.493999,43935000,21.28237129,2.20124805,0.077566303,0.886110764,0.036318253,0.133892044
2019-11-05,63.924,64.702003,63.223999,63.444,34717000,11.24623116,1.701842546,0.078792295,0.885341709,0.035862647,0.136829146
2019-11-06,63.599998,65.344002,62.900002,65.316002,39704500,9.145604396,1.64010989,0.075449176,0.894056319,0.030502747,0.138798626
2019-11-07,65.828003,68.300003,65.603996,67.108002,72336500,10.77624309,1.825966851,0.073096685,0.898444751,0.028461326,0.139080663
2019-11-08,66.900002,67.491997,66.5,67.428001,30346000,9.972299169,1.552631579,0.081789474,0.893295014,0.024916898,0.176314266
2019-11-11,68.790001,69.837997,68.400002,69.017998,49933500,7.137096774,1.137096774,0.078885484,0.890006452,0.031106452,0.14986129
2019-11-12,69.379997,70.073997,68.807999,69.986,36797000,12.59452524,2.144568007,0.072437126,0.890302823,0.037255774,0.09668982
2019-11-13,71,71.265999,69.036003,69.222,42100500,16.15896159,2.825746799,0.046302276,0.901926387,0.051768492,-0.036280299
2019-11-14,69.222,70.767998,68.582001,69.870003,32324500,9.806451613,1.669354839,0.067833578,0.888074047,0.044093109,0.046149413
2019-11-15,70.127998,70.559998,69.671997,70.433998,24045000,9.978723404,1.892553191,0.073523404,0.884907447,0.041562766,0.098514894
2019-11-18,70.584,70.629997,69.220001,69.998001,22002000,7.495307612,1.348279458,0.077812304,0.881,0.041184567,0.119566632
2019-11-19,70.349998,71.998001,69.559998,71.903999,38624000,12.78233831,3.069651741,0.082534826,0.883008706,0.034471393,0.154841045
2019-11-20,72,72.239998,69.914001,70.444,33625500,8.198453608,1.546391753,0.073286082,0.892081186,0.034619845,0.11170116
2019-11-21,70.902,72.167999,70.800003,70.966003,30550000,9.325195313,1.215820313,0.080033203,0.889672852,0.030292969,0.155330664
2019-11-22,68.031998,68.199997,66,66.608002,84353000,15.89296035,2.717951682,0.079374754,0.878310831,0.042317073,0.107082511
2019-11-25,68.863998,68.914001,66.891998,67.267998,61697500,29.01247772,3.893939394,0.080932709,0.883008021,0.036053476,0.132806462
2019-11-26,67.054001,67.099998,65.419998,65.783997,39737000,8.912653975,1.488241881,0.085351624,0.876223404,0.038421053,0.140531187
2019-11-27,66.223999,66.786003,65.713997,66.258003,27778000,8.635198921,1.285906945,0.089234659,0.873675657,0.037091032,0.165102023
2019-11-29,66.222,66.251999,65.5,65.987999,12328000,7.910552764,1.388944724,0.08540402,0.882561809,0.032031156,0.160683317
2019-12-02,65.879997,67.276001,65.737999,66.973999,30372500,7.6484375,1.176339286,0.079679688,0.886342634,0.033977679,0.138192187
2019-12-03,66.524002,67.582001,66.438004,67.239998,32868500,9.115296804,1.779680365,0.080718037,0.890094749,0.029188356,0.15310879
2019-12-04,67.550003,67.571999,66.57,66.606003,27665000,11.41776711,1.919567827,0.078841537,0.887809124,0.033342137,0.138555102
2019-12-05,66.566002,66.884003,65.449997,66.073997,18623000,7.315989848,1.242385787,0.083638325,0.876352792,0.040008883,0.137749365
2019-12-06,67,67.772003,66.954002,67.178001,38062000,8.590419162,1.641916168,0.08708503,0.878471856,0.034443114,0.164274731
2019-12-09,67.318001,68.889999,67.015999,67.905998,45115500,10.80116279,1.820930233,0.074953488,0.893255814,0.031784884,0.133367326
2019-12-10,67.991997,70.146004,67.862,69.767998,44141500,12.85530922,1.695449242,0.073135356,0.892582264,0.034277713,0.12592217
